,pickup_date,pickup_hour,Condition,Precip,Precip_Accum,pickup_dayofweek,PULocationID,count,speed
32922598,9/6/2018,16,1,0,0,5,148,94,8.72542553
32933377,9/6/2018,17,1,0,0,5,148,108,9.56546296
32945158,9/6/2018,18,1,0,0,5,148,140,9.05542857
32957802,9/6/2018,19,1,0,0,5,148,155,9.33470968
32969572,9/6/2018,20,1,0,0,5,148,160,9.5069375
32979771,9/6/2018,21,1,0,0,5,148,200,9.4277
32990608,9/6/2018,22,1,0,0,5,148,225,9.07066667
33001773,9/6/2018,23,1,0,0,5,148,333,8.92831832
33012144,10/6/2018,0,2,0,0,6,148,529,9.49147448
33020414,10/6/2018,1,3,0,0,6,148,674,10.0726558
33026701,10/6/2018,2,3,0,0,6,148,581,11.1620138
33030893,10/6/2018,3,2,0,0,6,148,435,11.7931494
33033487,10/6/2018,4,3,0,0,6,148,151,11.1618543
33034644,10/6/2018,5,3,0,0,6,148,27,11.7211111
33035316,10/6/2018,6,3,0,0,6,148,15,11.342
33036530,10/6/2018,7,14,0,0,6,148,19,12.0252632
33039040,10/6/2018,8,2,0,0,6,148,32,11.750625
33043417,10/6/2018,9,3,0,0,6,148,62,11.753871
33049632,10/6/2018,10,1,0,0,6,148,53,10.5815094
33057469,10/6/2018,11,3,0,0,6,148,67,10.1962687
33066192,10/6/2018,12,1,0,0,6,148,68,9.99867647
33075565,10/6/2018,13,14,0,0,6,148,101,8.93188119
33085009,10/6/2018,14,14,0,0,6,148,87,8.79390805
33094584,10/6/2018,15,14,0,0,6,148,74,8.80013514
33103686,10/6/2018,16,14,0,0,6,148,104,8.28769231
33113088,10/6/2018,17,14,0,0,6,148,80,9.18275
33122887,10/6/2018,18,3,0,0,6,148,106,9.37622642
33132812,10/6/2018,19,14,0,0,6,148,104,10.0584615
33141525,10/6/2018,20,2,0,0,6,148,92,10.7975
33148894,10/6/2018,21,14,0,0,6,148,96,11.4076042
33155203,10/6/2018,22,2,0,0,6,148,104,11.6650962
33160220,10/6/2018,23,14,0,0,6,148,89,11.9721348
33163791,11/6/2018,0,14,0,0,0,148,60,11.4568333
33165666,11/6/2018,1,2,0,0,0,148,45,11.8657778
33166742,11/6/2018,2,3,0,0,0,148,21,11.0804762
33167335,11/6/2018,3,3,0,0,0,148,11,12.1445455
33167755,11/6/2018,4,2,0,0,0,148,4,11.8775
33168542,11/6/2018,5,2,0,0,0,148,15,12.7006667
33170990,11/6/2018,6,4,0,0,0,148,15,11.5886667
33176958,11/6/2018,7,1,0,0,0,148,41,11.1121951
33186463,11/6/2018,8,1,0,0,0,148,51,10.1647059
33197449,11/6/2018,9,1,0,0,0,148,59,9.28135593
33207538,11/6/2018,10,1,0,0,0,148,36,8.94694444
33217177,11/6/2018,11,1,0,0,0,148,46,9.76391304
33226896,11/6/2018,12,1,0,0,0,148,37,8.78351351
33237269,11/6/2018,13,1,0,0,0,148,52,8.67480769
33247721,11/6/2018,14,1,0,0,0,148,36,9.35666667
33258867,11/6/2018,15,1,0,0,0,148,30,8.649
33270053,11/6/2018,16,1,0,0,0,148,37,9.10243243
33281187,11/6/2018,17,1,0,0,0,148,60,9.68633333
33294415,11/6/2018,18,1,0,0,0,148,62,9.655
33308777,11/6/2018,19,1,0,0,0,148,70,10.4028571
33321302,11/6/2018,20,1,0,0,0,148,95,11.0526316
33332343,11/6/2018,21,1,0,0,0,148,122,11.1515574
33343201,11/6/2018,22,1,0,0,0,148,161,11.0326708
33350969,11/6/2018,23,1,0,0,0,148,138,11.8261594
33355357,12/6/2018,0,1,0,0,1,148,51,11.2952941
33357455,12/6/2018,1,1,0,0,1,148,30,12.2586667
33358366,12/6/2018,2,1,0,0,1,148,23,12.653913
33358999,12/6/2018,3,1,0,0,1,148,4,9.2325
33359384,12/6/2018,4,1,0,0,1,148,12,11.3375
33360135,12/6/2018,5,1,0,0,1,148,9,13.4577778
33362622,12/6/2018,6,1,0,0,1,148,20,12.773
33369026,12/6/2018,7,1,0,0,1,148,43,10.8183721
33379286,12/6/2018,8,1,0,0,1,148,65,8.48784615
33390945,12/6/2018,9,1,0,0,1,148,52,8.70557692
33401918,12/6/2018,10,1,0,0,1,148,34,9.03382353
33412132,12/6/2018,11,1,0,0,1,148,46,8.83434783
33422483,12/6/2018,12,1,0,0,1,148,44,8.94590909
33433421,12/6/2018,13,1,0,0,1,148,41,8.11756098
33444577,12/6/2018,14,1,0,0,1,148,39,8.68846154
33456394,12/6/2018,15,1,0,0,1,148,50,8.5752
33467819,12/6/2018,16,1,0,0,1,148,38,8.79263158
33478984,12/6/2018,17,1,0,0,1,148,62,8.80387097
33492322,12/6/2018,18,1,0,0,1,148,77,9.20987013
33506895,12/6/2018,19,1,0,0,1,148,92,9.68478261
33520454,12/6/2018,20,1,0,0,1,148,97,10.6634021
33533328,12/6/2018,21,1,0,0,1,148,163,10.5972393
33545897,12/6/2018,22,1,0,0,1,148,208,11.4195673
33555622,12/6/2018,23,1,0,0,1,148,175,11.5062857
33561611,13/6/2018,0,2,0,0,2,148,159,11.7477987
33564725,13/6/2018,1,4,0,0,2,148,85,11.7107059
33566081,13/6/2018,2,4,0,0,2,148,66,11.9004545
33566847,13/6/2018,3,3,0,0,2,148,41,11.4014634
33567418,13/6/2018,4,3,0,0,2,148,18,11.9422222
33568271,13/6/2018,5,2,0,0,2,148,10,13.647
33571131,13/6/2018,6,14,0,0,2,148,15,11.338
33578314,13/6/2018,7,2,0,0,2,148,38,10.3857895
33589460,13/6/2018,8,3,0,0,2,148,48,9.14854167
33602275,13/6/2018,9,2,0,0,2,148,65,8.544
33613969,13/6/2018,10,3,0,0,2,148,34,8.52588235
33625053,13/6/2018,11,3,0,0,2,148,47,8.53638298
33636791,13/6/2018,12,14,0,0,2,148,43,8.38069767
33648991,13/6/2018,13,14,0,0,2,148,46,8.38434783
33660352,13/6/2018,14,3,0,0,2,148,45,8.50622222
33671447,13/6/2018,15,3,0,0,2,148,36,8.06138889
33682221,13/6/2018,16,3,0,0,2,148,34,8.3
33693293,13/6/2018,17,3,0,0,2,148,44,8.55022727
33706421,13/6/2018,18,2,0,0,2,148,80,9.257
33721557,13/6/2018,19,2,0,0,2,148,78,9.7675641
33735813,13/6/2018,20,1,0,0,2,148,113,10.6841593
33748721,13/6/2018,21,1,0,0,2,148,176,10.6123295
33761780,13/6/2018,22,1,0,0,2,148,215,11.1388837
33772461,13/6/2018,23,1,0,0,2,148,207,11.0891787
33779386,14/6/2018,0,2,0,0,3,148,172,10.9955814
33782937,14/6/2018,1,14,0,0,3,148,99,11.5459596
33784744,14/6/2018,2,4,0,0,3,148,77,12.1183117
33785729,14/6/2018,3,1,0,0,3,148,37,11.607027
33786349,14/6/2018,4,1,0,0,3,148,33,11.4509091
33787225,14/6/2018,5,1,0,0,3,148,9,12.12
33789974,14/6/2018,6,1,0,0,3,148,20,12.7205
33796536,14/6/2018,7,1,0,0,3,148,27,11.0788889
33807105,14/6/2018,8,1,0,0,3,148,50,9.5874
33818861,14/6/2018,9,1,0,0,3,148,62,8.65080645
33830108,14/6/2018,10,1,0,0,3,148,49,8.49
33840762,14/6/2018,11,1,0,0,3,148,42,8.545
33851754,14/6/2018,12,1,0,0,3,148,42,8.39095238
33863272,14/6/2018,13,1,0,0,3,148,54,8.68074074
33875259,14/6/2018,14,1,0,0,3,148,54,8.37851852
33887533,14/6/2018,15,1,0,0,3,148,42,8.45095238
33898755,14/6/2018,16,1,0,0,3,148,37,8.25432432
33909751,14/6/2018,17,1,0,0,3,148,58,8.05137931
33923039,14/6/2018,18,1,0,0,3,148,96,8.61177083
33937787,14/6/2018,19,1,0,0,3,148,116,9.8887931
33952350,14/6/2018,20,4,0,0,3,148,148,9.95641892
33965734,14/6/2018,21,1,0,0,3,148,200,10.3236
33979010,14/6/2018,22,1,0,0,3,148,275,10.7038909
33989965,14/6/2018,23,1,0,0,3,148,322,11.2237888
32617270,8/6/2018,0,1,0,0,4,232,15,11.174
32621244,8/6/2018,1,1,0,0,4,232,9,10.8844444
32623356,8/6/2018,2,1,0,0,4,232,9,11.9433333
32624557,8/6/2018,3,1,0,0,4,232,3,11.2966667
32626480,8/6/2018,5,1,0,0,4,232,1,16.12
32630163,8/6/2018,6,1,0,0,4,232,6,9.89666667
32637888,8/6/2018,7,1,0,0,4,232,9,10.6755556
32649077,8/6/2018,8,1,0,0,4,232,10,9.196
32660534,8/6/2018,9,1,0,0,4,232,11,7.63454545
32671371,8/6/2018,10,1,0,0,4,232,6,9.21166667
32682403,8/6/2018,11,1,0,0,4,232,9,7.54222222
32693471,8/6/2018,12,1,0,0,4,232,12,9.29583333
32704396,8/6/2018,13,2,0,0,4,232,9,8.15333333
32715983,8/6/2018,14,1,0,0,4,232,11,8.22818182
32728718,8/6/2018,17,3,0,0,4,232,15,9.07066667
32743590,8/6/2018,18,2,0,0,4,232,22,9.20045455
32758910,8/6/2018,19,1,0,0,4,232,17,8.47294118
32771850,8/6/2018,20,2,0,0,4,232,15,9.082
32783921,8/6/2018,21,4,0,0,4,232,24,9.36166667
32796110,8/6/2018,22,4,0,0,4,232,31,9.5683871
32807617,8/6/2018,23,1,0,0,4,232,33,9.10818182
32817113,9/6/2018,0,1,0,0,5,232,46,9.90652174
32824871,9/6/2018,1,1,0,0,5,232,56,10.1021429
32830406,9/6/2018,2,1,0,0,5,232,32,11.2071875
32833833,9/6/2018,3,1,0,0,5,232,16,11.935
32835735,9/6/2018,4,1,0,0,5,232,8,12.22125
32836600,9/6/2018,5,1,0,0,5,232,2,12.665
32837888,9/6/2018,6,1,0,0,5,232,7,14.5071429
32840243,9/6/2018,7,1,0,0,5,232,2,8.765
32844679,9/6/2018,8,1,0,0,5,232,6,8.69833333
32851630,9/6/2018,9,1,0,0,5,232,9,9.44
32860914,9/6/2018,10,1,0,0,5,232,11,9.74545455
32871192,9/6/2018,11,1,0,0,5,232,10,7.903
32882032,9/6/2018,12,1,0,0,5,232,14,9.66142857
32893212,9/6/2018,13,1,0,0,5,232,11,8.86181818
32904171,9/6/2018,14,1,0,0,5,232,18,7.76388889
32915096,9/6/2018,15,1,0,0,5,232,21,8.7547619
32925964,9/6/2018,16,1,0,0,5,232,11,8.83090909
32937198,9/6/2018,17,1,0,0,5,232,10,8.748
32949456,9/6/2018,18,1,0,0,5,232,20,9.383
32962106,9/6/2018,19,1,0,0,5,232,21,9.09571429
32972967,9/6/2018,20,1,0,0,5,232,11,10.9654545
32983383,9/6/2018,21,1,0,0,5,232,22,9.39318182
32994652,9/6/2018,22,1,0,0,5,232,24,9.94708333
33005559,9/6/2018,23,1,0,0,5,232,34,8.74529412
33015227,10/6/2018,0,2,0,0,6,232,45,9.63488889
33022908,10/6/2018,1,3,0,0,6,232,61,9.76278689
33028380,10/6/2018,2,3,0,0,6,232,35,10.7708571
33032018,10/6/2018,3,2,0,0,6,232,27,12.9485185
33034089,10/6/2018,4,3,0,0,6,232,8,11.11875
33034881,10/6/2018,5,3,0,0,6,232,1,12.32
33035618,10/6/2018,6,3,0,0,6,232,1,14.51
33037067,10/6/2018,7,14,0,0,6,232,2,13.225
33040121,10/6/2018,8,2,0,0,6,232,3,13.6633333
33045189,10/6/2018,9,3,0,0,6,232,7,8.47571429
33051954,10/6/2018,10,1,0,0,6,232,13,10.1584615
33060219,10/6/2018,11,3,0,0,6,232,8,10.28125
33068941,10/6/2018,12,1,0,0,6,232,17,10.0817647
33078446,10/6/2018,13,14,0,0,6,232,11,7.68636364
33087809,10/6/2018,14,14,0,0,6,232,13,9.49
33097181,10/6/2018,15,14,0,0,6,232,8,7.92875
33106493,10/6/2018,16,14,0,0,6,232,11,9.41636364
33116395,10/6/2018,17,14,0,0,6,232,11,8.59181818
33126426,10/6/2018,18,3,0,0,6,232,14,10.2978571
33136194,10/6/2018,19,14,0,0,6,232,14,8.44214286
33144282,10/6/2018,20,2,0,0,6,232,12,9.91166667
33151459,10/6/2018,21,14,0,0,6,232,18,9.615
33157409,10/6/2018,22,2,0,0,6,232,9,11.2844444
33162010,10/6/2018,23,14,0,0,6,232,9,11.1188889
33164846,11/6/2018,0,14,0,0,0,232,4,12.26
33166301,11/6/2018,1,2,0,0,0,232,3,11.1133333
33167048,11/6/2018,2,3,0,0,0,232,4,11.74
33167923,11/6/2018,4,2,0,0,0,232,2,13.74
33168883,11/6/2018,5,2,0,0,0,232,1,12.61
33172542,11/6/2018,6,4,0,0,0,232,1,9.94
33179668,11/6/2018,7,1,0,0,0,232,5,9.318
33189943,11/6/2018,8,1,0,0,0,232,12,10.9158333
33200922,11/6/2018,9,1,0,0,0,232,10,9.157
33210803,11/6/2018,10,1,0,0,0,232,10,10.308
33220515,11/6/2018,11,1,0,0,0,232,9,8.38111111
33230392,11/6/2018,12,1,0,0,0,232,9,8.49444444
33240767,11/6/2018,13,1,0,0,0,232,7,8.55285714
33251462,11/6/2018,14,1,0,0,0,232,6,9.435
33262628,11/6/2018,15,1,0,0,0,232,5,9.572
33273717,11/6/2018,16,1,0,0,0,232,8,9.92375
33285867,11/6/2018,17,1,0,0,0,232,5,8.356
33299926,11/6/2018,18,1,0,0,0,232,6,12.2866667
33313925,11/6/2018,19,1,0,0,0,232,14,9.59428571
33325478,11/6/2018,20,1,0,0,0,232,11,10.0118182
33336774,11/6/2018,21,1,0,0,0,232,15,10.2326667
33346920,11/6/2018,22,1,0,0,0,232,12,11.2466667
33353226,11/6/2018,23,1,0,0,0,232,13,12.0676923
33356500,12/6/2018,0,1,0,0,1,232,7,10.9028571
33357901,12/6/2018,1,1,0,0,1,232,5,11.858
33358643,12/6/2018,2,1,0,0,1,232,2,11.245
33359121,12/6/2018,3,1,0,0,1,232,2,11.87
33364248,12/6/2018,6,1,0,0,1,232,2,11.01
33371972,12/6/2018,7,1,0,0,1,232,7,11.55
33383062,12/6/2018,8,1,0,0,1,232,9,7.59888889
33394650,12/6/2018,9,1,0,0,1,232,10,8.025
33405388,12/6/2018,10,1,0,0,1,232,6,10.4483333
33415607,12/6/2018,11,1,0,0,1,232,9,10.3744444
33426030,12/6/2018,12,1,0,0,1,232,11,9.48363636
33437042,12/6/2018,13,1,0,0,1,232,13,8.42538462
33448398,12/6/2018,14,1,0,0,1,232,6,7.12333333
33460261,12/6/2018,15,1,0,0,1,232,8,9.5
33471466,12/6/2018,16,1,0,0,1,232,6,7.13166667
33483439,12/6/2018,17,1,0,0,1,232,12,9.06333333
33497570,12/6/2018,18,1,0,0,1,232,10,11.301
33512328,12/6/2018,19,1,0,0,1,232,12,9.66416667
33524920,12/6/2018,20,1,0,0,1,232,10,10.641
33537856,12/6/2018,21,1,0,0,1,232,19,11.0084211
33550045,12/6/2018,22,1,0,0,1,232,31,10.9777419
33558599,12/6/2018,23,1,0,0,1,232,17,11.7052941
33563275,13/6/2018,0,2,0,0,2,232,6,11.3133333
33565474,13/6/2018,1,4,0,0,2,232,8,12.0975
33566454,13/6/2018,2,4,0,0,2,232,1,13.03
33567079,13/6/2018,3,3,0,0,2,232,1,13.93
33572993,13/6/2018,6,14,0,0,2,232,2,12.265
33581568,13/6/2018,7,2,0,0,2,232,13,9.77153846
